1.000000 20.000000 20.000000 1.000000
0.114660 0.189474 0.856658 0.159952 0.063045 0.913521 0.140904 0.099644 1.326820 0.204455 0.145737 0.795260 0.294134 0.150014 1.091580 0.275953 0.205639 1.288157 0.036771 0.029600 0.368017 0.458538 0.024078 1.240829 0.106508 0.173847 0.900126 0.333731 0.180885 1.472262 0.157643 0.029097 0.943235 0.431433 0.090486 1.345451 0.176551 0.145956 0.723030 0.158725 0.211937 1.316397 0.013869 0.166009 1.384743 0.015983 0.212598 1.325976 0.214386 0.222387 1.777029 0.310540 0.085595 0.685813 0.354485 0.214117 1.539839 0.031987 0.138094 0.837099 
0.366601 0.164385 1.578562 0.443294 0.071686 0.907259 0.088098 0.180269 1.196473 0.443833 0.160197 1.461708 0.245233 0.080347 0.643502 0.286623 0.092210 0.825866 0.253060 0.137161 1.116797 0.253504 0.106482 1.195004 0.031786 0.139484 0.656213 0.372691 0.070922 1.314537 0.469307 0.103247 1.434081 0.179925 0.165362 0.970529 0.260080 0.133160 0.815430 0.286866 0.102927 0.697735 0.433077 0.223871 1.644080 0.246849 0.120117 1.085859 0.035458 0.029003 0.259513 0.468238 0.195658 1.774931 0.135841 0.119962 1.301875 0.345929 0.227151 1.743903 
0.014679 0.021831 0.685756 0.118985 0.030310 0.496687 0.373155 0.143441 1.365818 0.459224 0.041111 1.385181 0.133636 0.078598 0.791277 0.387891 0.035900 1.388446 0.201215 0.099722 0.925150 0.263838 0.168117 1.594405 0.397802 0.183730 1.566982 0.197036 0.059019 0.582750 0.424883 0.080051 1.344415 0.077652 0.090652 0.814841 0.106196 0.035406 0.739308 0.221727 0.112132 0.693331 0.407568 0.042156 0.796040 0.215216 0.190099 1.249397 0.284101 0.080339 1.132937 0.374928 0.122626 1.031041 0.335272 0.113654 0.839265 0.087090 0.111076 1.052447 
0.164120 0.062789 0.505848 0.155056 0.024675 0.918449 0.113005 0.188470 1.010842 0.181904 0.212764 1.708464 0.393996 0.117263 1.618356 0.050785 0.054542 0.832973 0.126225 0.114836 0.862844 0.271549 0.042114 1.224867 0.064745 0.175444 0.847289 0.365811 0.043729 0.629018 0.129472 0.087127 0.898237 0.437877 0.103937 1.564250 0.094451 0.126034 1.225307 0.461847 0.181819 1.088122 0.234244 0.219309 1.577779 0.407452 0.178603 1.306003 0.357865 0.116739 0.790076 0.282323 0.093475 0.854087 0.450582 0.061344 1.187714 0.123460 0.060267 0.587600 
0.320280 0.206594 1.710735 0.180245 0.033407 1.195539 0.068001 0.170253 1.089715 0.186142 0.049243 1.208393 0.076122 0.083309 0.624123 0.265545 0.046644 0.625264 0.250893 0.123511 0.917569 0.282345 0.134204 1.042925 0.404564 0.052574 1.229997 0.277764 0.154798 1.098887 0.413774 0.054239 0.878373 0.361194 0.141940 1.346733 0.023866 0.037374 0.632671 0.137993 0.039614 0.352761 0.370709 0.222817 1.495638 0.265485 0.116219 0.979548 0.449580 0.103755 1.364314 0.355318 0.031677 1.148118 0.252548 0.080359 0.799827 0.061687 0.070232 0.935304 
0.314300 0.076918 0.929902 0.156919 0.169733 1.135611 0.328425 0.143211 1.313237 0.353827 0.056781 0.780287 0.149837 0.131800 1.333877 0.077512 0.194016 1.181488 0.208808 0.040895 0.972276 0.233195 0.088206 0.898182 0.021810 0.047083 0.700977 0.066241 0.107630 1.134716 0.337985 0.159571 1.103199 0.436611 0.156487 1.646189 0.202272 0.143928 0.872198 0.210857 0.138081 1.362702 0.086662 0.124904 0.672221 0.432087 0.086995 1.114535 0.078327 0.097681 0.895420 0.026715 0.029646 0.592836 0.135439 0.067971 1.128341 0.343543 0.182609 1.263986 
0.416680 0.153709 1.442583 0.278423 0.159529 1.335807 0.092603 0.231975 0.909693 0.142843 0.063451 0.720462 0.417254 0.046664 0.881883 0.350348 0.156660 1.046150 0.153402 0.202126 1.398087 0.375948 0.062098 0.753292 0.108377 0.080580 1.137728 0.454080 0.125766 0.984121 0.441673 0.126649 1.365143 0.205623 0.023678 0.768312 0.015670 0.016152 0.611880 0.043173 0.062927 0.685768 0.064908 0.079183 0.577489 0.223266 0.196241 1.330702 0.141665 0.046333 0.568705 0.196167 0.170311 1.329730 0.330044 0.159179 1.516896 0.345996 0.188416 1.413508 
0.344231 0.199928 1.319886 0.244905 0.165040 1.088624 0.340535 0.234111 1.501800 0.250492 0.211497 0.988706 0.412360 0.178928 1.284234 0.145385 0.113410 1.355109 0.060596 0.166562 1.076358 0.386933 0.059947 1.030641 0.245890 0.125110 1.164130 0.116518 0.181777 1.054832 0.032544 0.102576 0.993685 0.273457 0.137708 0.794302 0.101509 0.168051 0.902611 0.126539 0.100138 0.882476 0.260411 0.031415 0.837874 0.292985 0.129229 1.047730 0.021401 0.111948 1.043967 0.054898 0.185813 1.310216 0.146347 0.085615 1.189070 0.321878 0.127973 1.427575 
0.416762 0.185384 1.419738 0.180804 0.074700 0.745014 0.404194 0.097868 1.220435 0.145355 0.120687 0.984170 0.268450 0.122399 1.488434 0.275534 0.152178 1.407127 0.305447 0.035242 0.569729 0.481087 0.136762 1.383083 0.368892 0.172953 1.150720 0.026934 0.225077 1.376171 0.123466 0.024757 0.770883 0.342473 0.166396 1.533896 0.138609 0.165373 1.556351 0.048142 0.107846 0.818215 0.218310 0.140846 0.780526 0.380187 0.087728 1.033552 0.279897 0.188882 1.335216 0.131880 0.192067 1.333859 0.078943 0.232236 1.399253 0.104251 0.188699 1.022321 
0.055752 0.109537 1.198911 0.286160 0.094929 0.896645 0.210619 0.087034 1.050342 0.263744 0.148840 1.045780 0.483824 0.074673 1.435617 0.481048 0.061902 1.005692 0.190349 0.041256 1.128514 0.403643 0.218556 1.411105 0.459182 0.174234 1.359355 0.394740 0.061467 0.711654 0.341324 0.078815 0.929450 0.333957 0.118095 0.966623 0.177414 0.163961 1.310715 0.362703 0.025574 1.194512 0.311886 0.016655 0.809696 0.387807 0.084717 0.864649 0.205507 0.195356 1.664297 0.182365 0.072622 0.716343 0.324498 0.171747 1.675130 0.190518 0.059456 0.775528 
