1.000000 20.000000 20.000000 1.000000
0.464793 0.281754 0.239879 0.062675 0.337184 0.236521 0.176399 0.487181 0.362350 0.124592 0.199064 0.375897 0.061959 0.211375 0.127049 0.485420 0.356101 0.489580 0.430226 0.109126 
0.100876 0.044383 0.262665 0.081067 0.424909 0.341783 0.230277 0.344750 0.314908 0.206797 0.350078 0.365759 0.370676 0.179207 0.091402 0.349066 0.480867 0.479155 0.272004 0.444191 
0.438972 0.090278 0.244659 0.094982 0.268828 0.185528 0.142131 0.366274 0.284369 0.238565 0.376076 0.181822 0.122555 0.453549 0.428515 0.487287 0.295315 0.133706 0.173750 0.317722 
0.324374 0.453732 0.149516 0.061232 0.214876 0.457509 0.090710 0.275150 0.393781 0.468023 0.434117 0.332463 0.341956 0.375289 0.121515 0.414186 0.455139 0.034107 0.469578 0.285078 
0.061235 0.071456 0.260814 0.392207 0.437519 0.037956 0.098772 0.183144 0.431643 0.469448 0.490556 0.462985 0.329946 0.498195 0.462193 0.210918 0.482091 0.197149 0.327388 0.479036 
0.383244 0.320050 0.451344 0.054762 0.379444 0.434554 0.252335 0.441084 0.340067 0.212702 0.349953 0.167196 0.162212 0.467838 0.361412 0.429954 0.451432 0.190958 0.339463 0.470982 
0.200789 0.317992 0.223389 0.325518 0.220652 0.239320 0.099154 0.242208 0.383398 0.089175 0.388282 0.284782 0.088560 0.251029 0.169196 0.346107 0.442736 0.334140 0.193450 0.422036 
0.361810 0.084220 0.188368 0.289299 0.316317 0.269477 0.413337 0.175247 0.168742 0.103636 0.419783 0.288668 0.046874 0.305305 0.325639 0.175281 0.351936 0.284518 0.236569 0.055963 
0.040237 0.310201 0.174661 0.372351 0.470002 0.043723 0.384152 0.330744 0.055553 0.182579 0.173478 0.170788 0.437524 0.049318 0.250266 0.053995 0.352155 0.310592 0.482215 0.397601 
0.282515 0.363158 0.120701 0.325430 0.213416 0.027973 0.249960 0.340987 0.297087 0.079282 0.389168 0.080396 0.142044 0.145679 0.096669 0.221902 0.330759 0.454789 0.235369 0.442274 
0.305010 0.368721 0.050340 0.360676 0.469071 0.487054 0.300320 0.437907 0.194671 0.045562 0.278749 0.107587 0.241041 0.401365 0.141824 0.353304 0.369930 0.248526 0.461828 0.331968 
0.398589 0.434034 0.162609 0.258198 0.482988 0.154666 0.245255 0.294912 0.096260 0.440998 0.467523 0.175544 0.428941 0.106499 0.242302 0.177220 0.071843 0.275577 0.135860 0.293436 
0.197664 0.330944 0.327322 0.451414 0.196648 0.498271 0.500105 0.464931 0.162746 0.225091 0.086141 0.084964 0.419569 0.073219 0.471898 0.337761 0.184922 0.406416 0.276780 0.404402 
0.474066 0.119394 0.123252 0.131848 0.394369 0.430438 0.480126 0.392872 0.392458 0.272978 0.111295 0.430200 0.332634 0.492827 0.424695 0.320091 0.180893 0.030968 0.438686 0.395553 
0.387778 0.340837 0.438680 0.177293 0.263723 0.180062 0.152362 0.443494 0.333168 0.361802 0.061002 0.370889 0.444472 0.350022 0.480220 0.308296 0.372049 0.203415 0.199615 0.389019 
0.236465 0.372651 0.498074 0.471274 0.191205 0.426186 0.449269 0.389835 0.128920 0.125671 0.377577 0.344538 0.443281 0.253008 0.131943 0.105329 0.235816 0.061503 0.232057 0.295717 
0.224757 0.214198 0.127909 0.253244 0.060631 0.125495 0.080557 0.269797 0.189779 0.351629 0.076941 0.103593 0.421751 0.082710 0.120131 0.184648 0.305123 0.255085 0.067619 0.227615 
0.409238 0.457587 0.183126 0.362529 0.406671 0.053058 0.221619 0.108897 0.240681 0.102328 0.053365 0.466803 0.344443 0.098894 0.216493 0.028590 0.203839 0.032308 0.299151 0.184750 
0.146487 0.468390 0.454393 0.199805 0.414027 0.394042 0.376285 0.166324 0.165198 0.059563 0.324962 0.467677 0.365255 0.490056 0.271372 0.057253 0.147197 0.033590 0.222341 0.423082 
0.236387 0.224878 0.237656 0.354283 0.045167 0.387582 0.060497 0.332810 0.418109 0.091147 0.082982 0.487057 0.069295 0.310926 0.087483 0.439117 0.311056 0.421754 0.235900 0.120002 
2.000000 20.000000 20.000000 1.000000
0.235191 0.149075 0.129567 0.050888 0.175934 0.132056 0.101965 0.252204 0.191587 0.077289 0.114852 0.201394 0.053370 0.116363 0.080024 0.254578 0.192725 0.254412 0.220324 0.077187 
0.071345 0.034495 0.142112 0.052863 0.216725 0.184188 0.130094 0.192255 0.176962 0.123457 0.186067 0.197563 0.190754 0.105042 0.063152 0.187164 0.249611 0.246008 0.153268 0.227598 
0.224711 0.066861 0.129471 0.056575 0.148659 0.109201 0.086662 0.199427 0.163523 0.138268 0.202722 0.113002 0.082326 0.238394 0.221016 0.257911 0.165729 0.085400 0.104190 0.173450 
0.173712 0.233848 0.093035 0.048662 0.125203 0.227610 0.056032 0.150822 0.214770 0.251099 0.231854 0.187694 0.184025 0.205710 0.087681 0.215575 0.236892 0.036381 0.239884 0.161077 
0.049294 0.050921 0.143218 0.202179 0.223731 0.035270 0.056390 0.109036 0.227093 0.250545 0.259262 0.247344 0.176283 0.265827 0.243083 0.122088 0.251819 0.117011 0.180137 0.253092 
0.201724 0.172180 0.229163 0.052632 0.200507 0.225863 0.141335 0.231458 0.184506 0.125884 0.183995 0.105275 0.097213 0.245473 0.199341 0.226064 0.238441 0.114308 0.180797 0.248463 
0.118808 0.167089 0.128692 0.173170 0.126129 0.134242 0.070710 0.132202 0.198104 0.061787 0.208949 0.155128 0.056276 0.140439 0.104384 0.191613 0.237659 0.182656 0.113452 0.223449 
0.179844 0.057020 0.110808 0.160054 0.177939 0.151802 0.217663 0.100132 0.093089 0.067370 0.217371 0.161996 0.043455 0.163217 0.176202 0.105180 0.194337 0.156874 0.135595 0.047437 
0.043403 0.164625 0.104522 0.199456 0.241265 0.042898 0.207442 0.180139 0.047529 0.099988 0.104880 0.103370 0.226409 0.043218 0.131696 0.044702 0.187835 0.172794 0.249477 0.204991 
0.153690 0.189889 0.075267 0.171743 0.122022 0.032959 0.137458 0.182670 0.160663 0.055621 0.201433 0.055610 0.086901 0.082303 0.063642 0.127375 0.182104 0.233705 0.138614 0.234582 
0.166498 0.192652 0.044818 0.188296 0.247979 0.247256 0.164190 0.230275 0.112854 0.038728 0.155352 0.069900 0.135824 0.208648 0.090728 0.189374 0.194864 0.143071 0.242520 0.182607 
0.212671 0.226742 0.095717 0.151235 0.246596 0.101154 0.135108 0.159658 0.064857 0.229093 0.240422 0.101969 0.218255 0.072190 0.135632 0.104150 0.054817 0.147380 0.088349 0.165978 
0.119049 0.175892 0.180986 0.238564 0.121451 0.263148 0.270128 0.248215 0.098113 0.131940 0.062748 0.062924 0.222615 0.061201 0.240798 0.184405 0.112015 0.211620 0.155893 0.216601 
